Google_Api_Query,Google_Maps,Item_Availability,Item_Discount,Item_Price,Item_Quantity,Store_Latitude,Store_Longitude,Store_Name,Store_Zip
3306+North+University+Drive+Sunrise+FL+33351,https://maps.google.com/maps?q=3306+North+University+Drive+Sunrise+FL+33351,In Stock,15% off,$16.88 ,7,26.1681131,-80.2542607,Walmart #1349,33351
12555+W+Sunrise+Blvd+Sunrise+FL+33323,https://maps.google.com/maps?q=12555+W+Sunrise+Blvd+Sunrise+FL+33323,In Stock,15% off,$16.88 ,4,26.1479402,-80.3180029,Walmart Supercenter #2151,33323
4700+S+Flamingo+Rd+Cooper+City+FL+33330,https://maps.google.com/maps?q=4700+S+Flamingo+Rd+Cooper+City+FL+33330,Out of Stock,75% off,$5.00 ,0,26.062256,-80.3106907,Walmart Supercenter #1845,33330
22100+S+State+Road+7+Boca+Raton+FL+33428,https://maps.google.com/maps?q=22100+S+State+Road+7+Boca+Raton+FL+33428,Limited Stock,75% off,$5.00 ,0,26.3482104,-80.2005826,Walmart Supercenter #3858,33428
2300+W+Atlantic+Blvd+Pompano+Beach+FL+33069,https://maps.google.com/maps?q=2300+W+Atlantic+Blvd+Pompano+Beach+FL+33069,In Stock,15% off,$16.88 ,12,26.227822,-80.1548947,Walmart Supercenter #2962,33069
5001+N+Federal+Highway+Pompano+Beach+FL+33064,https://maps.google.com/maps?q=5001+N+Federal+Highway+Pompano+Beach+FL+33064,In Stock,15% off,$16.88 ,8,26.2931474,-80.0959178,Walmart Supercenter #1517,33064
3801+Turtle+Creek+Dr+Coral+Springs+FL+33067,https://maps.google.com/maps?q=3801+Turtle+Creek+Dr+Coral+Springs+FL+33067,In Stock,15% off,$16.88 ,3,26.2784441,-80.203319,Walmart Supercenter #1387,33067
7900+W+Mcnab+Rd+North+Lauderdale+FL+33068,https://maps.google.com/maps?q=7900+W+Mcnab+Rd+North+Lauderdale+FL+33068,In Stock,15% off,$16.88 ,4,26.2052519,-80.2297667,Walmart Supercenter #1851,33068
5571+W+Hillsboro+Blvd+Coconut+Creek+FL+33073,https://maps.google.com/maps?q=5571+W+Hillsboro+Blvd+Coconut+Creek+FL+33073,In Stock,15% off,$16.88 ,4,26.3187993,-80.2004083,Walmart Supercenter #1916,33073
6001+Coral+Ridge+Dr+Coral+Springs+FL+33076,https://maps.google.com/maps?q=6001+Coral+Ridge+Dr+Coral+Springs+FL+33076,In Stock,15% off,$16.88 ,4,26.3042682,-80.2763844,Walmart Supercenter #2963,33076
5555+W+Atlantic+Blvd+Margate+FL+33063,https://maps.google.com/maps?q=5555+W+Atlantic+Blvd+Margate+FL+33063,Out of Stock,75% off,$5.00 ,0,26.2373361,-80.2030233,Walmart Supercenter #5325,33063
16205+S+Military+Trl+Delray+Beach+FL+33484,https://maps.google.com/maps?q=16205+S+Military+Trl+Delray+Beach+FL+33484,Out of Stock,15% off,$16.88 ,0,26.4362283,-80.1243644,Walmart Supercenter #1589,33484
1505+N+Dale+Mabry+Hwy+Tampa+FL+33607,https://maps.google.com/maps?q=1505+N+Dale+Mabry+Hwy+Tampa+FL+33607,In Stock,15% off,$16.88 ,5,27.9572558,-82.5024945,Walmart Supercenter #1960,33607
7011+W+Waters+Ave+Tampa+FL+33634,https://maps.google.com/maps?q=7011+W+Waters+Ave+Tampa+FL+33634,In Stock,15% off,$16.88 ,13,28.0269029,-82.5589913,Walmart #1482,33634
8220+N+Dale+Mabry+Hwy+Tampa+FL+33614,https://maps.google.com/maps?q=8220+N+Dale+Mabry+Hwy+Tampa+FL+33614,In Stock,15% off,$16.88 ,3,28.0226167,-82.5069135,Walmart Supercenter #5220,33614
1720+E+Hillsborough+Ave+Tampa+FL+33610,https://maps.google.com/maps?q=1720+E+Hillsborough+Ave+Tampa+FL+33610,In Stock,15% off,$16.88 ,12,27.9966746,-82.4394347,Walmart Supercenter #5964,33610
6192+Gunn+Hwy+Tampa+FL+33625,https://maps.google.com/maps?q=6192+Gunn+Hwy+Tampa+FL+33625,In Stock,15% off,$16.88 ,11,28.061994,-82.5520611,Walmart Supercenter #5036,33625
14941+N+Dale+Mabry+Hwy+Tampa+FL+33618,https://maps.google.com/maps?q=14941+N+Dale+Mabry+Hwy+Tampa+FL+33618,In Stock,15% off,$16.88 ,15,28.0859031,-82.5024768,Walmart #1501,33618
15302+N.+Nebraska+Ave.+Tampa+FL+33613,https://maps.google.com/maps?q=15302+N.+Nebraska+Ave.+Tampa+FL+33613,In Stock,15% off,$16.88 ,13,28.0902437,-82.4534422,Walmart Supercenter #3197,33613
2701+E+Fletcher+Ave+Tampa+FL+33612,https://maps.google.com/maps?q=2701+E+Fletcher+Ave+Tampa+FL+33612,In Stock,15% off,$16.88 ,4,28.0683013,-82.4281958,Walmart Supercenter #2627,33612
3801+Tampa+Rd+Oldsmar+FL+34677,https://maps.google.com/maps?q=3801+Tampa+Rd+Oldsmar+FL+34677,In Stock,15% off,$16.88 ,3,28.0439791,-82.6735148,Walmart Supercenter #2796,34677
23106+Us+Highway+19+N+Clearwater+FL+33765,https://maps.google.com/maps?q=23106+Us+Highway+19+N+Clearwater+FL+33765,In Stock,15% off,$16.88 ,3,27.9826954,-82.7325226,Walmart Supercenter #2081,33765
8001+Us+Highway+19+N+Pinellas+Park+FL+33781,https://maps.google.com/maps?q=8001+Us+Highway+19+N+Pinellas+Park+FL+33781,In Stock,No Discount,$19.87 ,9,27.845092,-82.6849637,Walmart Supercenter #1390,33781
11110+Causeway+Blvd+Brandon+FL+33511,https://maps.google.com/maps?q=11110+Causeway+Blvd+Brandon+FL+33511,In Stock,No Discount,$19.87 ,4,27.9255615,-82.3262401,Walmart Supercenter #2387,33511
9205+Gibsonton+Dr+Gibsonton+FL+33534,https://maps.google.com/maps?q=9205+Gibsonton+Dr+Gibsonton+FL+33534,In Stock,No Discount,$19.87 ,2,27.8481003,-82.3543437,Walmart Supercenter #5300,33534
4302+W+Gandy+Blvd+Tampa+FL+33611,https://maps.google.com/maps?q=4302+W+Gandy+Blvd+Tampa+FL+33611,Out of Stock,15% off,$16.88 ,0,27.8913768,-82.5160469,Walmart Supercenter #4681,33611
2677+Roosevelt+Boulevard+Largo+FL+33760,https://maps.google.com/maps?q=2677+Roosevelt+Boulevard+Largo+FL+33760,Out of Stock,15% off,$16.88 ,0,27.912911,-82.7278019,Walmart Supercenter #3372,33760
3501+34Th+St+S+St+Petersburg+FL+33711,https://maps.google.com/maps?q=3501+34Th+St+S+St+Petersburg+FL+33711,In Stock,15% off,$16.88 ,5,27.7362012,-82.682433,Walmart Supercenter #5218,33711
10237+Bay+Pines+Blvd+St+Petersburg+FL+33708,https://maps.google.com/maps?q=10237+Bay+Pines+Blvd+St+Petersburg+FL+33708,In Stock,15% off,$16.88 ,6,27.8159251,-82.7813958,Walmart Supercenter #1536,33708
508+10Th+St+E+Palmetto+FL+34221,https://maps.google.com/maps?q=508+10Th+St+E+Palmetto+FL+34221,In Stock,15% off,$16.88 ,2,27.5233819,-82.5582651,Walmart Supercenter #3370,34221
990+Missouri+Ave+N+Largo+FL+33770,https://maps.google.com/maps?q=990+Missouri+Ave+N+Largo+FL+33770,Out of Stock,15% off,$16.88 ,0,27.9265193,-82.7857758,Walmart Supercenter #1712,33770
14821+Ben+C+Pratt/6+Mile+Cypre+Fort+Myers+FL+33912,https://maps.google.com/maps?q=14821+Ben+C+Pratt/6+Mile+Cypre+Fort+Myers+FL+33912,In Stock,75% off,$5.00 ,3,26.5253128,-81.8685087,Walmart Supercenter #987,33912
17105+San+Carlos+Blvd+Ft.+Myers+Beach+FL+33931,https://maps.google.com/maps?q=17105+San+Carlos+Blvd+Ft.+Myers+Beach+FL+33931,In Stock,15% off,$16.88 ,4,26.4918864,-81.9403535,Walmart #4063,33931
1619+Del+Prado+Blvd+S+Cape+Coral+FL+33990,https://maps.google.com/maps?q=1619+Del+Prado+Blvd+S+Cape+Coral+FL+33990,In Stock,15% off,$16.88 ,7,26.6211117,-81.9406913,Walmart Supercenter #819,33990
4770+Colonial+Blvd+Fort+Myers+FL+33966,https://maps.google.com/maps?q=4770+Colonial+Blvd+Fort+Myers+FL+33966,In Stock,15% off,$16.88 ,11,26.610776,-81.8138703,Walmart Supercenter #5034,33966
19975+S.+Tamiami+Trail+Estero+FL+33928,https://maps.google.com/maps?q=19975+S.+Tamiami+Trail+Estero+FL+33928,In Stock,15% off,$16.88 ,2,26.4507965,-81.8168001,Walmart Supercenter #5347,33928
545+Pine+Island+Rd+North+Fort+Myers+FL+33903,https://maps.google.com/maps?q=545+Pine+Island+Rd+North+Fort+Myers+FL+33903,In Stock,15% off,$16.88 ,8,26.6797975,-81.8993345,Walmart Supercenter #623,33903
5420+Juliet+Blvd+Naples+FL+34109,https://maps.google.com/maps?q=5420+Juliet+Blvd+Naples+FL+34109,In Stock,15% off,$16.88 ,3,26.2707016,-81.7455425,Walmart Supercenter #5391,34109
5001+Taylor+Rd+Punta+Gorda+FL+33950,https://maps.google.com/maps?q=5001+Taylor+Rd+Punta+Gorda+FL+33950,In Stock,15% off,$16.88 ,10,26.8931536,-82.0139547,Walmart Supercenter #778,33950
3451+Tamiami+Trl+E+Naples+FL+34112,https://maps.google.com/maps?q=3451+Tamiami+Trl+E+Naples+FL+34112,In Stock,15% off,$16.88 ,4,26.1250398,-81.7619533,Walmart #1119,34112
6650+Collier+Blvd+Naples+FL+34114,https://maps.google.com/maps?q=6650+Collier+Blvd+Naples+FL+34114,In Stock,15% off,$16.88 ,11,26.0575121,-81.6969727,Walmart Supercenter #3417,34114
1951+W+Hickpochee+Ave+Labelle+FL+33935,https://maps.google.com/maps?q=1951+W+Hickpochee+Ave+Labelle+FL+33935,In Stock,15% off,$16.88 ,15,26.7384866,-81.4677205,Walmart #6190,33935
375+Kings+Hwy+Port+Charlotte+FL+33983,https://maps.google.com/maps?q=375+Kings+Hwy+Port+Charlotte+FL+33983,In Stock,15% off,$16.88 ,9,27.0244765,-82.0484865,Walmart Supercenter #3349,33983
11225+Tamiami+Trl+N+Naples+FL+34110,https://maps.google.com/maps?q=11225+Tamiami+Trl+N+Naples+FL+34110,Out of Stock,75% off,$5.00 ,0,26.2742089,-81.8034766,Walmart Supercenter #1957,34110
9885+Collier+Blvd+Naples+FL+34114,https://maps.google.com/maps?q=9885+Collier+Blvd+Naples+FL+34114,Out of Stock,75% off,$5.00 ,0,26.1490765,-81.6891028,Walmart Supercenter #5055,34114
2523+Lee+Blvd+Lehigh+Acres+FL+33971,https://maps.google.com/maps?q=2523+Lee+Blvd+Lehigh+Acres+FL+33971,Out of Stock,15% off,$16.88 ,0,26.6155477,-81.6668262,Walmart Supercenter #2237,33971
19100+Murdock+Cir+Port+Charlotte+FL+33948,https://maps.google.com/maps?q=19100+Murdock+Cir+Port+Charlotte+FL+33948,In Stock,15% off,$16.88 ,12,27.0137459,-82.1405321,Walmart Supercenter #721,33948
17000+Tamiami+Trl+North+Port+FL+34287,https://maps.google.com/maps?q=17000+Tamiami+Trl+North+Port+FL+34287,In Stock,15% off,$16.88 ,12,27.0353644,-82.2166623,Walmart Supercenter #3387,34287
2931+S+Mccall+Rd+Englewood+FL+34224,https://maps.google.com/maps?q=2931+S+Mccall+Rd+Englewood+FL+34224,In Stock,15% off,$16.88 ,3,26.9333628,-82.3104519,Walmart Supercenter #1874,34224
2911+53Rd+Ave+E+Braden+River+FL+34203,https://maps.google.com/maps?q=2911+53Rd+Ave+E+Braden+River+FL+34203,In Stock,15% off,$16.88 ,15,27.4494849,-82.5271937,Walmart Supercenter #528,34203
6225+E+State+Road+64+Bradenton+FL+34208,https://maps.google.com/maps?q=6225+E+State+Road+64+Bradenton+FL+34208,In Stock,15% off,$16.88 ,4,27.4957907,-82.4823828,Walmart Supercenter #3474,34208
5315+Cortez+Rd+W+Bradenton+FL+34210,https://maps.google.com/maps?q=5315+Cortez+Rd+W+Bradenton+FL+34210,In Stock,15% off,$16.88 ,5,27.4605011,-82.6163271,Walmart Supercenter #1004,34210
5810+Ranch+Lake+Blvd+Bradenton+FL+34202,https://maps.google.com/maps?q=5810+Ranch+Lake+Blvd+Bradenton+FL+34202,Limited Stock,15% off,$16.88 ,0,27.4367372,-82.457002,Walmart Supercenter #5727,34202
8320+Lockwood+Ridge+Rd+Sarasota+FL+34243,https://maps.google.com/maps?q=8320+Lockwood+Ridge+Rd+Sarasota+FL+34243,In Stock,No Discount,$19.87 ,2,27.3918406,-82.5065118,Walmart Supercenter #1171,34243
4381+Cattlemen+Rd+Sarasota+FL+34233,https://maps.google.com/maps?q=4381+Cattlemen+Rd+Sarasota+FL+34233,In Stock,15% off,$16.88 ,5,27.2920312,-82.4500566,Walmart Supercenter #2459,34233
13140+South+Tamiami+Trail+Osprey+FL+34229,https://maps.google.com/maps?q=13140+South+Tamiami+Trail+Osprey+FL+34229,In Stock,15% off,$16.88 ,5,27.1930336,-82.4871204,Walmart Supercenter #5264,34229
4928+State+Road+674+Wimauma+FL+33598,https://maps.google.com/maps?q=4928+State+Road+674+Wimauma+FL+33598,In Stock,15% off,$16.88 ,6,27.7146674,-82.3335595,Walmart Supercenter #1203,33598
4150+Tamiami+Trl+S+Venice+FL+34293,https://maps.google.com/maps?q=4150+Tamiami+Trl+S+Venice+FL+34293,In Stock,15% off,$16.88 ,4,27.0477089,-82.3951766,Walmart Supercenter #769,34293
3500+N+Tamiami+Trail+Sarasota+FL+34234,https://maps.google.com/maps?q=3500+N+Tamiami+Trail+Sarasota+FL+34234,Out of Stock,15% off,$16.88 ,0,27.3668449,-82.5501383,Walmart Neighborhood Market #3066,34234
2725+Se+Highway+70+Arcadia+FL+34266,https://maps.google.com/maps?q=2725+Se+Highway+70+Arcadia+FL+34266,In Stock,15% off,$16.88 ,9,27.2066208,-81.8292835,Walmart Supercenter #811,34266
5100+Okeechobee+Rd+Fort+Pierce+FL+34947,https://maps.google.com/maps?q=5100+Okeechobee+Rd+Fort+Pierce+FL+34947,In Stock,75% off,$5.00 ,12,27.4213771,-80.3780437,Walmart Supercenter #973,34947
1675+Nw+Saint+Lucie+West+Blvd+Port+Saint+Lucie+FL+34986,https://maps.google.com/maps?q=1675+Nw+Saint+Lucie+West+Blvd+Port+Saint+Lucie+FL+34986,In Stock,15% off,$16.88 ,10,27.3150834,-80.4027436,Walmart Supercenter #3527,34986
1850+Sw+Gatlin+Blvd+Port+St+Lucie+FL+34953,https://maps.google.com/maps?q=1850+Sw+Gatlin+Blvd+Port+St+Lucie+FL+34953,In Stock,15% off,$16.88 ,2,27.2616289,-80.4040697,Walmart Supercenter #4260,34953
4001+Se+Federal+Hwy+Stuart+FL+34997,https://maps.google.com/maps?q=4001+Se+Federal+Hwy+Stuart+FL+34997,In Stock,No Discount,$19.87 ,11,27.1569527,-80.2187115,Walmart Supercenter #1087,34997
2144+W+Indiantown+Rd+Jupiter+FL+33458,https://maps.google.com/maps?q=2144+W+Indiantown+Rd+Jupiter+FL+33458,In Stock,15% off,$16.88 ,5,26.9326934,-80.128278,Walmart Supercenter #2176,33458
5555+20Th+St+Vero+Beach+FL+32966,https://maps.google.com/maps?q=5555+20Th+St+Vero+Beach+FL+32966,In Stock,15% off,$16.88 ,2,27.6372832,-80.4429151,Walmart Supercenter #931,32966
2101+S+Parrott+Ave+Okeechobee+FL+34974,https://maps.google.com/maps?q=2101+S+Parrott+Ave+Okeechobee+FL+34974,In Stock,15% off,$16.88 ,3,27.2215841,-80.8279175,Walmart Supercenter #814,34974
4225+45Th+St+West+Palm+Beach+FL+33407,https://maps.google.com/maps?q=4225+45Th+St+West+Palm+Beach+FL+33407,In Stock,15% off,$16.88 ,15,26.7622963,-80.1034231,Walmart Supercenter #4446,33407
101+N+Congress+Ave+Lake+Park+FL+33403,https://maps.google.com/maps?q=101+N+Congress+Ave+Lake+Park+FL+33403,In Stock,No Discount,$19.87 ,14,26.7949397,-80.0882374,Walmart Supercenter #3348,33403
4375+Belvedere+Rd+West+Palm+Beach+FL+33406,https://maps.google.com/maps?q=4375+Belvedere+Rd+West+Palm+Beach+FL+33406,In Stock,15% off,$16.88 ,8,26.6936228,-80.1091824,Walmart Supercenter #5301,33406
9990+Belvedere+Rd+West+Palm+Beach+FL+33411,https://maps.google.com/maps?q=9990+Belvedere+Rd+West+Palm+Beach+FL+33411,In Stock,15% off,$16.88 ,3,26.6889774,-80.1995366,Walmart Supercenter #1541,33411
2765+10Th+Ave+N+Palm+Springs+FL+33461,https://maps.google.com/maps?q=2765+10Th+Ave+N+Palm+Springs+FL+33461,Out of Stock,15% off,$16.88 ,0,26.6309471,-80.0836986,Walmart Supercenter #5882,33461
2181+Pelham+Pkwy+Pelham+AL+35124,https://maps.google.com/maps?q=2181+Pelham+Pkwy+Pelham+AL+35124,Limited Stock,75% off,$5.00 ,0,33.3408043,-86.7910991,Walmart Supercenter #5262,35124
209+Lakeshore+Pkwy+Homewood+AL+35209,https://maps.google.com/maps?q=209+Lakeshore+Pkwy+Homewood+AL+35209,In Stock,15% off,$16.88 ,15,33.4469749,-86.8209358,Walmart Supercenter #1481,35209
1600+Montclair+Rd+Birmingham+AL+35210,https://maps.google.com/maps?q=1600+Montclair+Rd+Birmingham+AL+35210,In Stock,15% off,$16.88 ,9,33.5290088,-86.7200743,Walmart Supercenter #1711,35210
2473+Hackworth+Rd+Birmingham+AL+35214,https://maps.google.com/maps?q=2473+Hackworth+Rd+Birmingham+AL+35214,In Stock,15% off,$16.88 ,11,33.5791572,-86.9243542,Walmart Supercenter #1158,35214
890+Odum+Rd+Gardendale+AL+35071,https://maps.google.com/maps?q=890+Odum+Rd+Gardendale+AL+35071,In Stock,15% off,$16.88 ,14,33.6471803,-86.8229535,Walmart Supercenter #1201,35071
1007+Red+Farmer+Dr+Hueytown+AL+35023,https://maps.google.com/maps?q=1007+Red+Farmer+Dr+Hueytown+AL+35023,In Stock,15% off,$16.88 ,12,33.4606277,-86.968353,Walmart Supercenter #4497,35023
5335+Highway+280+Birmingham+AL+35242,https://maps.google.com/maps?q=5335+Highway+280+Birmingham+AL+35242,In Stock,15% off,$16.88 ,12,33.4221868,-86.676105,Walmart Supercenter #2111,35242
2780+John+Hawkins+Pkwy+Hoover+AL+35244,https://maps.google.com/maps?q=2780+John+Hawkins+Pkwy+Hoover+AL+35244,In Stock,15% off,$16.88 ,17,33.3618158,-86.8248581,Walmart Supercenter #1229,35244
5919+Trussville+Crossings+Pkwy+Birmingham+AL+35235,https://maps.google.com/maps?q=5919+Trussville+Crossings+Pkwy+Birmingham+AL+35235,In Stock,15% off,$16.88 ,3,33.6391007,-86.6291684,Walmart Supercenter #2713,35235
16077+Highway+280+Chelsea+AL+35043,https://maps.google.com/maps?q=16077+Highway+280+Chelsea+AL+35043,In Stock,15% off,$16.88 ,13,33.3478202,-86.6190613,Walmart Supercenter #4330,35043
750+Academy+Dr+Bessemer+AL+35022,https://maps.google.com/maps?q=750+Academy+Dr+Bessemer+AL+35022,In Stock,15% off,$16.88 ,2,33.3613017,-87.0021281,Walmart Supercenter #764,35022
630+Colonial+Promenade+Pkwy+Alabaster+AL+35007,https://maps.google.com/maps?q=630+Colonial+Promenade+Pkwy+Alabaster+AL+35007,In Stock,15% off,$16.88 ,10,33.2355389,-86.8011299,Walmart Supercenter #423,35007
690+Highway+78+Sumiton+AL+35148,https://maps.google.com/maps?q=690+Highway+78+Sumiton+AL+35148,In Stock,15% off,$16.88 ,3,33.745376,-87.0417709,Walmart Supercenter #2723,35148
9248+Parkway+E+Birmingham+AL+35206,https://maps.google.com/maps?q=9248+Parkway+E+Birmingham+AL+35206,Out of Stock,15% off,$16.88 ,0,33.5901883,-86.7004457,Walmart Supercenter #762,35206
1916+Center+Point+Pkwy+Birmingham+AL+35215,https://maps.google.com/maps?q=1916+Center+Point+Pkwy+Birmingham+AL+35215,Out of Stock,15% off,$16.88 ,0,33.6373682,-86.6844833,Walmart Neighborhood Market #5100,35215
8551+Whitfield+Ave+Leeds+AL+35094,https://maps.google.com/maps?q=8551+Whitfield+Ave+Leeds+AL+35094,Out of Stock,15% off,$16.88 ,0,33.5621694,-86.5189736,Walmart Supercenter #562,35094
8650+Madison+Blvd+Madison+AL+35758,https://maps.google.com/maps?q=8650+Madison+Blvd+Madison+AL+35758,In Stock,15% off,$16.88 ,4,34.6838836,-86.7411659,Walmart Supercenter #2690,35758
8580+Hwy+72+W+Madison+AL+35758,https://maps.google.com/maps?q=8580+Hwy+72+W+Madison+AL+35758,In Stock,15% off,$16.88 ,13,34.7504974,-86.7740004,Walmart Supercenter #5703,35758
6140A+Univ+Drive+Huntsville+AL+35806,https://maps.google.com/maps?q=6140A+Univ+Drive+Huntsville+AL+35806,In Stock,15% off,$16.88 ,3,34.7460694,-86.676355,Walmart Supercenter #332,35806
11610+Memorial+Pkwy+Sw+Huntsville+AL+35803,https://maps.google.com/maps?q=11610+Memorial+Pkwy+Sw+Huntsville+AL+35803,In Stock,15% off,$16.88 ,4,34.6158511,-86.5706988,Walmart Supercenter #434,35803
3031+Memorial+Pkwy+Sw+Huntsville+AL+35801,https://maps.google.com/maps?q=3031+Memorial+Pkwy+Sw+Huntsville+AL+35801,In Stock,15% off,$16.88 ,2,34.7029938,-86.5843955,Walmart Supercenter #375,35801
1011+Us+Highway+72+E+Athens+AL+35611,https://maps.google.com/maps?q=1011+Us+Highway+72+E+Athens+AL+35611,In Stock,15% off,$16.88 ,15,34.7886301,-86.9589404,Walmart Supercenter #661,35611
2800+Spring+Avn.+S.W+Decatur+AL+35603,https://maps.google.com/maps?q=2800+Spring+Avn.+S.W+Decatur+AL+35603,In Stock,15% off,$16.88 ,5,34.5565103,-86.9958752,Walmart Supercenter #662,35603
330+Sutton+Rd+Se+Owens+Cross+Roads+AL+35763,https://maps.google.com/maps?q=330+Sutton+Rd+Se+Owens+Cross+Roads+AL+35763,In Stock,15% off,$16.88 ,4,34.6576415,-86.4854392,Walmart Supercenter #5197,35763
2165+Winchester+Rd+Huntsville+AL+35811,https://maps.google.com/maps?q=2165+Winchester+Rd+Huntsville+AL+35811,In Stock,15% off,$16.88 ,12,34.8201481,-86.4925474,Walmart #7324,35811
14595+Hwy+231-431+N+Hazel+Green+AL+35750,https://maps.google.com/maps?q=14595+Hwy+231-431+N+Hazel+Green+AL+35750,In Stock,15% off,$16.88 ,21,34.9457609,-86.574582,Walmart #6878,35750
1450+No.+Brindlee+Mt+Arab+AL+35016,https://maps.google.com/maps?q=1450+No.+Brindlee+Mt+Arab+AL+35016,In Stock,15% off,$16.88 ,13,34.3419851,-86.5008512,Walmart Supercenter #306,35016
15445+Highway+24+Moulton+AL+35650,https://maps.google.com/maps?q=15445+Highway+24+Moulton+AL+35650,In Stock,15% off,$16.88 ,12,34.4954417,-87.2769098,Walmart Supercenter #394,35650
5601+Highway+157+Cullman+AL+35058,https://maps.google.com/maps?q=5601+Highway+157+Cullman+AL+35058,In Stock,15% off,$16.88 ,12,34.2042804,-86.8695501,Walmart #7280,35058
2200+Sparkman+Dr+Nw+Huntsville+AL+35810,https://maps.google.com/maps?q=2200+Sparkman+Dr+Nw+Huntsville+AL+35810,Out of Stock,15% off,$16.88 ,0,34.764468,-86.5922759,Walmart Supercenter #433,35810
1201+Highway+31+Nw+Hartselle+AL+35640,https://maps.google.com/maps?q=1201+Highway+31+Nw+Hartselle+AL+35640,Out of Stock,15% off,$16.88 ,0,34.452413,-86.9487964,Walmart Supercenter #1124,35640
6495+Atlanta+Hwy+Montgomery+AL+36117,https://maps.google.com/maps?q=6495+Atlanta+Hwy+Montgomery+AL+36117,In Stock,15% off,$16.88 ,14,32.3851579,-86.1848707,Walmart Supercenter #938,36117
10710+Chantilly+Pkwy+Montgomery+AL+36117,https://maps.google.com/maps?q=10710+Chantilly+Pkwy+Montgomery+AL+36117,In Stock,15% off,$16.88 ,15,32.3546687,-86.1349495,Walmart Supercenter #4407,36117
851+Ann+St+Montgomery+AL+36107,https://maps.google.com/maps?q=851+Ann+St+Montgomery+AL+36107,In Stock,15% off,$16.88 ,14,32.3708254,-86.2682328,Walmart Supercenter #5348,36107
4538+Us+Highway+231+Wetumpka+AL+36092,https://maps.google.com/maps?q=4538+Us+Highway+231+Wetumpka+AL+36092,In Stock,15% off,$16.88 ,12,32.5069811,-86.2123556,Walmart Supercenter #1101,36092
145+Kelley+Blvd+Millbrook+AL+36054,https://maps.google.com/maps?q=145+Kelley+Blvd+Millbrook+AL+36054,In Stock,15% off,$16.88 ,16,32.4940525,-86.3981629,Walmart Supercenter #4318,36054
1903+Cobbs+Ford+Rd+Prattville+AL+36066,https://maps.google.com/maps?q=1903+Cobbs+Ford+Rd+Prattville+AL+36066,In Stock,No Discount,$19.87 ,6,32.4629505,-86.416358,Walmart Supercenter #483,36066
1415+7Th+St+S+Clanton+AL+35045,https://maps.google.com/maps?q=1415+7Th+St+S+Clanton+AL+35045,In Stock,15% off,$16.88 ,5,32.8168235,-86.6092924,Walmart Supercenter #424,35045
2643+Highway+280+Alexander+City+AL+35010,https://maps.google.com/maps?q=2643+Highway+280+Alexander+City+AL+35010,In Stock,15% off,$16.88 ,15,32.9413287,-85.9759495,Walmart Supercenter #726,35010
501+Willow+Ln+Greenville+AL+36037,https://maps.google.com/maps?q=501+Willow+Ln+Greenville+AL+36037,In Stock,15% off,$16.88 ,15,31.8493659,-86.6472088,Walmart Supercenter #1462,36037
1420+Highway+231+S+Troy+AL+36081,https://maps.google.com/maps?q=1420+Highway+231+S+Troy+AL+36081,In Stock,15% off,$16.88 ,2,31.7807101,-85.9390778,Walmart Supercenter #723,36081
1501+Al+Highway+14+E+Selma+AL+36703,https://maps.google.com/maps?q=1501+Al+Highway+14+E+Selma+AL+36703,Limited Stock,15% off,$16.88 ,0,32.4337583,-87.0128512,Walmart Supercenter #700,36703
3801+Eastern+Blvd+Montgomery+AL+36116,https://maps.google.com/maps?q=3801+Eastern+Blvd+Montgomery+AL+36116,Out of Stock,15% off,$16.88 ,0,32.3258962,-86.2320466,Walmart Supercenter #930,36116
101+E+I65+Service+Rd+S+Mobile+AL+36606,https://maps.google.com/maps?q=101+E+I65+Service+Rd+S+Mobile+AL+36606,In Stock,No Discount,$19.87 ,15,30.6846189,-88.1240099,Walmart Supercenter #991,36606
5245+Rangeline+Service+Rd+S+Mobile+AL+36619,https://maps.google.com/maps?q=5245+Rangeline+Service+Rd+S+Mobile+AL+36619,In Stock,15% off,$16.88 ,14,30.5943729,-88.1630073,Walmart Supercenter #866,36619
2500+Dawes+Rd+Mobile+AL+36695,https://maps.google.com/maps?q=2500+Dawes+Rd+Mobile+AL+36695,In Stock,15% off,$16.88 ,14,30.6390352,-88.2463898,Walmart Supercenter #4581,36695
7855+Moffett+Rd+Semmes+AL+36575,https://maps.google.com/maps?q=7855+Moffett+Rd+Semmes+AL+36575,In Stock,15% off,$16.88 ,2,30.7619546,-88.2295457,Walmart Supercenter #5174,36575
701+Mcmeans+Ave+Bay+Minette+AL+36507,https://maps.google.com/maps?q=701+Mcmeans+Ave+Bay+Minette+AL+36507,In Stock,15% off,$16.88 ,5,30.8860401,-87.7901609,Walmart Supercenter #2739,36507
4253+Denny+Ave+Pascagoula+MS+39581,https://maps.google.com/maps?q=4253+Denny+Ave+Pascagoula+MS+39581,In Stock,15% off,$16.88 ,6,30.3868935,-88.5189099,Walmart Supercenter #1066,39581
1095+Industrial+Pkwy+Saraland+AL+36571,https://maps.google.com/maps?q=1095+Industrial+Pkwy+Saraland+AL+36571,Out of Stock,15% off,$16.88 ,0,30.7995566,-88.0969451,Walmart Supercenter #1212,36571
685+Schillinger+Rd+S+Mobile+AL+36695,https://maps.google.com/maps?q=685+Schillinger+Rd+S+Mobile+AL+36695,Out of Stock,15% off,$16.88 ,0,30.6778511,-88.2234857,Walmart Supercenter #853,36695
